	Xcont.1	Xcont.2	Xcat.1	Xcat.2	Treat	Y
606	-0.181255288	0.065200219	1	0	0	1
607	1.106954402	0.783980336	1	1	0	1
608	1.479394871	-1.587708073	0	1	1	0
609	-1.147399441	-1.369364313	0	1	0	0
610	1.011654377	-0.927519803	0	0	1	1
611	-0.632069195	0.30084156	0	0	0	0
612	0.13236132	0.080468946	0	1	0	0
613	0.480926065	1.246746831	0	0	0	1
614	0.133177628	-1.2344491	1	0	0	1
615	-1.462864462	-0.439069294	0	0	0	0
616	-0.50640178	-2.101593953	0	0	1	0
617	1.539663237	1.618756171	0	0	0	1
618	0.172793618	1.084328491	0	0	0	1
619	-0.835823924	-0.640800907	0	0	0	0
620	-0.655928704	-0.252819826	0	0	0	1
621	1.057566087	-0.134829273	0	1	0	0
622	0.34608349	1.795355992	1	0	0	0
623	-0.897186542	0.038396717	0	0	0	0
624	0.006265211	0.412998289	1	0	0	0
625	0.596670509	0.699572123	0	0	0	0
626	1.722551808	0.689790945	0	0	0	0
627	-0.881749483	-1.671059465	1	1	0	0
628	-0.379945955	0.740048308	0	0	0	1
629	0.996110016	-0.924124899	1	1	0	0
630	-0.459120893	-0.031688573	0	1	0	0
631	1.460265746	-1.927792982	1	1	1	1
632	1.043246177	0.21430303	0	1	0	0
633	-1.65904097	-1.005038866	1	1	0	0
634	0.423957776	-2.178953492	0	0	1	0
635	-1.419162926	-1.672549131	0	0	1	0
636	-1.464692457	-1.420722136	1	0	0	0
637	0.070420972	0.550531639	0	1	0	1
638	0.056698222	0.310433177	1	0	0	1
639	-0.032708177	0.685073913	0	0	0	1
640	1.264281224	-0.531910491	0	1	0	1
641	0.294987886	0.18178546	0	1	0	0
642	-0.673086821	0.411596178	0	0	0	0
643	0.119588291	-0.085059049	0	1	0	0
644	-0.514396509	-1.106706204	0	0	0	0
645	-0.068111574	1.129133596	1	0	0	0
646	-1.148011912	1.668015624	0	0	0	0
647	-0.11524448	2.019102926	0	0	0	1
648	0.102936392	0.892548036	0	0	0	0
649	-0.701743487	-0.187204683	0	0	0	0
650	0.041230624	-0.127697416	0	1	0	1
651	-0.648768351	-0.30533014	0	0	0	1
652	-0.644007859	-0.262866838	1	0	0	1
653	-0.204438825	-0.051468644	0	0	0	0
654	0.490840918	-1.97266336	0	0	1	0
655	-0.205336987	0.01122825	0	0	1	1
656	0.190691324	0.235344857	0	0	0	1
657	0.970024193	-0.950369854	1	1	0	1
658	-0.285261078	-1.757147975	0	1	0	0
659	-0.103619269	-0.359960651	0	0	0	0
660	0.511254541	-3.121589558	0	0	1	0
661	-1.25816245	1.672547112	1	0	0	1
662	0.543825969	0.690549816	0	0	0	1
663	-0.534963587	-0.97667032	0	0	1	0
664	-1.138046027	0.015134176	0	0	0	0
665	-1.768003771	-0.165454175	1	0	0	0
666	-0.714978203	-1.660213369	0	1	0	0
667	-1.170202264	-0.87843438	0	1	0	0
668	-1.178448148	0.965815839	0	0	0	0
669	1.627291338	-1.155821307	1	0	1	1
670	-1.212146666	-0.751395712	0	0	0	0
671	0.997509917	-0.745084356	0	0	1	1
672	0.545245641	1.227052485	0	1	0	1
673	-0.884789115	-0.190857994	0	0	0	0
674	-0.611230698	0.554310746	0	0	0	1
675	-0.410199513	0.771433127	1	0	0	1
676	0.19040937	-0.3800668	0	0	0	0
677	-0.348324929	-1.128551388	0	0	1	0
678	0.82684753	0.170101777	0	1	0	1
679	-0.292686902	-0.358542332	0	0	0	1
680	-2.16534621	1.442938491	0	0	0	0
681	-0.096216776	-0.519946863	0	0	0	0
682	-1.851956846	-0.310642094	0	0	0	0
683	0.937811135	0.682737465	0	1	0	1
684	-0.747686481	-0.66357842	0	0	0	0
685	-1.115241436	-0.017950549	1	0	0	0
686	-0.591506415	0.496591017	0	0	0	1
687	0.585230684	-0.404274701	0	0	1	1
688	-1.918558199	-1.21164881	0	1	0	0
689	0.253816792	0.312743717	0	0	0	0
690	-0.972241766	-0.279861864	1	0	0	0
691	-0.008513448	-2.019855135	0	0	1	0
692	0.679041911	0.269578863	1	1	0	1
693	0.569631367	0.131799251	0	1	0	1
694	1.502961661	-1.67877127	1	1	0	1
695	0.129085401	-0.525879503	1	1	0	0
696	-0.701182952	-0.175124623	1	0	0	0
697	2.153707216	-0.556630763	0	0	1	1
698	-0.303246138	0.551848409	1	0	0	1
699	0.807579777	-1.576051513	0	0	1	0
700	0.930991466	-0.954292772	0	0	1	0
701	0.454902098	-0.449863425	0	1	0	1
702	1.42542069	1.443906395	0	0	0	1
703	-0.208991173	-0.155254089	0	0	1	0
704	-1.231402779	-1.021718908	0	0	1	0
705	-0.360603577	1.538469747	0	0	0	1
706	-0.547213299	-0.231175974	1	0	0	0
707	0.327996008	0.551923862	1	1	0	0
708	-0.933299832	1.121794037	0	0	0	1
709	0.680810825	0.409545392	1	1	0	1
710	-1.1638824	1.300261526	1	0	0	1
711	1.75544951	-0.790921272	0	1	0	1
712	1.449637364	1.598619454	1	1	0	1
713	-0.448794941	-1.822900274	0	0	1	0
714	0.140067289	-0.975363114	1	0	0	0
715	-0.373650328	-0.586460659	0	0	0	0
716	-1.206434117	0.233109552	1	1	0	0
717	-2.661345975	-0.473448625	0	0	0	0
718	-0.025094493	0.583110981	0	0	0	0
719	-0.034373257	0.420029447	1	1	0	0
720	1.642359039	0.678860909	0	0	0	1
721	-1.995462148	1.482461025	0	0	0	0
722	-0.662170759	-1.425284038	0	1	0	0
723	0.880037992	0.969974981	0	0	0	1
724	0.34238742	-0.265465768	0	1	0	0
725	0.121753856	-0.803105551	0	0	1	0
726	-0.620761035	-1.777034102	0	0	1	0
727	0.200945268	-0.849036892	0	0	1	1
728	-0.235905348	-0.299478219	1	0	0	1
729	0.113661115	-1.940244479	1	0	0	0
730	-0.577929195	-0.360032788	0	0	0	0
731	1.188564886	0.510106187	0	0	0	0
732	1.059936278	-1.297970419	1	0	0	0
733	1.336758211	-0.004847402	1	0	0	1
734	-0.367169171	-1.344852235	0	0	1	0
735	-0.304336705	-0.051684185	0	0	0	0
736	-0.350279624	0.894849793	0	1	0	0
737	1.374144763	-2.179882273	0	0	1	1
738	-0.299720492	2.306416432	0	0	0	1
739	0.097635144	-1.167750356	0	0	1	0
740	0.381188029	0.940429719	0	0	0	0
741	0.678212557	2.079101596	0	1	0	1
742	-0.267673272	-0.943824023	0	0	1	0
743	2.345965664	-0.675454145	1	1	0	1
744	-0.927494656	1.021650328	0	0	0	0
745	-1.426557174	-0.817503431	0	0	0	0
746	0.042302664	-0.957120734	1	0	0	0
747	1.76744347	1.58111928	0	1	0	1
748	0.052750327	1.766442801	0	0	0	1
749	0.10972604	-0.227035159	0	1	0	1
750	0.863202616	2.281110195	0	0	0	1
751	-0.098973205	1.903747217	0	0	0	1
752	0.103696546	-0.068621537	1	1	0	1
753	1.208484876	-0.813859139	1	0	1	1
754	0.093746021	-0.673255314	0	0	1	1
755	-0.752196519	1.402030463	0	0	0	0
756	0.39492422	0.540016608	0	1	0	0
757	-1.091520434	0.642274169	0	0	0	0
758	-1.458292425	-0.012719765	0	1	0	0
759	-0.122712285	0.182879553	1	0	0	0
760	-1.100929192	-0.48851458	0	0	0	0
761	0.580923072	1.135236736	0	0	0	1
762	-0.146947489	-0.326051022	1	0	0	1
763	-0.766334615	1.991862534	1	0	0	0
764	1.622897579	0.586772894	0	0	0	1
765	-0.109940544	0.988333224	1	1	0	1
766	1.421704854	1.475623935	0	1	0	1
767	-0.113421049	-0.04695338	1	0	0	1
768	-0.329280942	-1.767531099	0	0	1	0
769	0.373460984	-0.609633972	0	0	0	1
770	1.029888131	0.593256912	0	0	1	1
771	2.705775047	1.20338722	0	0	0	1
772	-1.034945871	0.208256827	0	0	0	0
773	-0.183429859	0.839139359	0	1	0	0
774	1.077771307	0.943041434	0	0	0	1
775	0.341620225	1.028093119	0	1	0	1
776	-0.187343624	0.747563844	1	0	0	0
777	-1.302859109	-0.191427065	0	0	0	0
778	-0.278658262	1.024690165	0	0	0	0
779	-0.184753908	-0.504221975	0	1	0	1
780	-0.081777497	0.348548859	0	0	0	0
781	1.612241794	-0.509373875	1	0	0	0
782	-0.46193984	0.477824457	0	0	0	0
783	-1.576050301	0.500985396	0	1	0	1
784	0.496433074	-0.105580517	0	1	0	1
785	-0.111953784	0.027308739	0	1	0	1
786	-0.2043464	0.433715805	0	0	0	1
787	0.635568163	-1.131064484	1	0	0	0
788	-2.906673954	1.020686901	1	0	0	0
789	-0.553658253	0.26927429	0	0	0	0
790	-0.153451828	0.548548641	1	0	0	0
791	0.605290516	-0.169421162	0	0	0	0
792	-0.261006596	-1.87844025	0	0	1	1
793	-1.005138462	0.748307195	1	1	0	1
794	0.372566114	-0.26010014	0	0	1	0
795	0.019446177	0.618260659	0	0	0	1
796	0.110528815	2.047936962	0	0	0	1
797	1.156570437	-1.155624838	0	0	1	1
798	-0.54222046	1.352941407	0	0	0	0
799	-1.249201283	-0.367521982	0	0	0	0
800	-1.280012597	-0.058310463	0	0	0	0
801	-1.023932788	-0.532218092	0	1	0	1
802	-1.38765058	-0.498500477	0	0	0	0
803	-0.049221114	-1.150139578	0	1	0	0
804	1.81096073	0.126240923	0	0	0	1
805	-0.099510066	0.472863899	0	0	0	0
806	0.777237124	-0.186525215	0	0	0	0
807	-1.102596325	-1.61928645	0	0	1	0
808	-0.221644783	-0.402759046	0	1	0	1
809	0.566094963	0.412812242	0	0	0	0
810	-0.354959345	-0.720719404	0	0	1	1
811	0.785262601	-0.59006523	0	0	0	0
812	0.694047379	-1.169626618	0	0	1	0
813	-0.632729896	0.591456646	0	0	0	1
814	-0.771958642	-0.668638949	0	0	0	1
815	2.357817388	3.167937647	1	0	0	1
816	-0.192549336	1.013039417	0	0	0	0
817	0.006619334	-0.16598732	1	1	0	0
818	-0.054546025	0.002416472	1	0	0	0
819	-0.568206881	-0.717301983	0	0	1	1
820	-0.926975944	0.281338028	1	0	0	1
821	-1.135735181	0.007281897	0	1	0	0
822	0.913962339	-1.729700226	1	0	1	0
823	-0.986062833	-1.843473616	1	0	0	1
824	0.667485413	0.601203031	0	1	0	1
825	1.40659549	-2.317937571	0	0	1	1
826	1.15777896	-0.380312074	0	0	1	1
827	-0.138753198	1.6551649	1	0	0	1
828	-0.539321851	-1.662855049	0	1	0	0
829	-1.078893499	0.294729666	1	0	0	1
830	-0.01856214	1.569901439	0	1	0	0
831	-0.232615686	0.511946897	0	1	0	0
832	0.156293543	1.285902401	0	0	0	1
833	-0.604009755	-0.967514754	0	0	1	0
834	0.62903512	0.632389355	0	1	0	1
835	0.714169571	0.183078668	0	0	0	0
836	1.075886101	1.350116117	0	0	0	1
837	2.249755517	2.487327671	1	0	0	1
838	0.197890599	0.114661697	0	1	0	0
839	-0.575546318	1.095740364	1	0	0	0
840	-0.077320865	-0.402709871	0	0	0	0
841	-1.627919889	-0.359069714	0	0	0	1
842	0.129923154	-0.55278823	0	0	0	0
843	-0.425673133	-1.35467498	0	0	0	0
844	0.406011749	0.073338862	0	1	0	1
845	-0.268810186	-0.03898853	1	0	0	1
846	-1.380984536	0.721869884	0	1	0	0
847	0.036583321	-0.214918958	0	0	0	0
848	-1.353244531	-0.915584934	0	1	0	0
849	0.897006194	-0.128438541	0	1	0	1
850	-1.829359712	1.840210488	0	0	0	1
851	-0.141876944	0.450531256	0	0	0	0
852	0.457981778	0.274793678	0	1	0	1
853	-1.519617513	1.056376418	0	0	0	0
854	1.399055315	1.792054279	1	1	0	1
855	-0.885339191	1.710819216	0	0	0	1
856	-0.506330291	-0.431428934	0	1	0	0
857	0.163332106	-0.079276864	0	0	0	1
858	-0.337143856	-0.363225045	1	1	0	0
859	-1.035951532	-0.200990473	1	0	0	0
860	0.409337928	0.45128193	0	0	0	1
861	-0.524223458	-0.479941985	0	1	0	1
862	0.506500374	-1.16552518	0	0	1	0
863	-0.504722863	-0.238943971	0	1	0	0
864	-0.957250329	1.449834652	1	1	0	1
865	-0.094634358	1.852873872	0	0	0	0
866	0.649439318	-0.403231504	1	0	1	1
867	0.242321799	0.826968316	0	1	0	0
868	-0.05893409	-0.129134902	0	0	0	0
869	-1.947794072	-0.121526887	0	0	0	1
870	1.451443632	-0.674273285	1	0	0	0
871	-0.039939678	-1.578433799	1	0	1	1
872	-0.863997691	1.802076396	0	0	0	0
873	-0.20169024	0.801116814	0	1	0	0
874	0.261255563	-1.792264728	1	0	1	1
875	-1.518351383	-0.347418726	1	0	0	0
876	0.717308632	1.554315929	0	0	0	1
877	0.246832728	0.106492793	0	0	0	1
878	1.202767046	0.192508921	0	0	0	0
879	0.98603927	0.849227967	1	0	0	1
880	-0.537940599	0.990514612	1	0	0	0
881	-0.490282742	0.627582212	1	1	0	0
882	-0.995516173	0.415215486	0	0	0	0
883	-0.361702928	1.474939065	0	0	0	0
884	0.944354811	1.709472074	0	0	0	1
885	1.792207012	0.228359602	0	1	0	1
886	0.928409396	-0.208116882	0	0	0	0
887	-1.82993767	0.012145755	1	0	0	0
888	0.821878106	0.349722663	0	0	1	1
889	1.036268762	-0.677644642	0	1	0	1
890	0.617420144	0.642182679	1	1	0	1
891	-0.854930363	-1.289438035	1	0	0	1
892	1.064510518	2.226067255	0	0	0	1
893	0.729481458	-2.483419359	0	0	1	0
894	0.662656584	0.172834279	1	0	0	0
895	-0.381407203	-0.058904148	0	0	0	1
896	0.845891778	0.547452297	0	1	0	1
897	0.111591884	-0.410473602	0	0	1	1
898	-0.067770262	2.40240516	1	1	0	1
899	1.487098097	-0.144220939	0	1	0	0
900	0.757223377	0.023396443	0	0	0	1
901	-2.874042493	1.124121941	1	1	0	0
902	-0.426542449	0.69777449	0	1	0	0
903	-1.487406296	0.180907479	1	0	0	1
904	0.588791646	-0.16960283	1	0	0	1
905	-0.442599511	-0.234528047	1	0	0	0
906	0.901304802	-1.354930693	0	1	1	1
907	0.46782834	0.629956079	0	0	0	0
908	0.022040319	0.447270153	0	0	0	0
909	-0.085107832	-1.044041858	1	0	0	0
910	-0.361267143	-0.187285575	0	0	0	0
911	0.199506502	1.28729087	0	0	0	1
912	-1.108254255	1.274092813	0	0	0	1
913	0.67279407	-1.221161358	1	0	0	0
914	-0.394113633	0.802021907	0	0	0	0
915	-0.743967586	0.126830701	0	0	0	0
916	-0.326113477	0.388514857	0	0	0	0
917	1.874668827	-0.872196173	1	0	1	1
918	-1.757999145	-0.20708699	1	0	0	0
919	-0.34886091	-2.058412689	0	1	0	0
920	0.106589229	-0.739123317	1	1	0	0
921	-0.537658781	-0.306622124	0	1	0	0
922	-0.411269132	1.303417634	0	0	0	0
923	0.382348338	-1.058659855	1	0	0	1
924	0.222514089	0.301720186	0	0	0	1
925	-0.673754508	0.089973187	0	1	0	0
926	0.567432914	-1.363392251	0	0	1	1
927	0.179483655	0.282523871	0	0	0	0
928	0.686341749	1.58069945	1	0	0	1
929	-1.327263661	0.940040246	1	0	0	0
930	-0.767916438	1.131430232	0	0	0	1
931	-0.192702509	-0.213695901	0	1	0	0
932	0.959051198	0.957838905	0	0	0	0
933	-0.529031362	-2.37080963	0	0	1	0
934	-1.032886991	-1.253258609	0	0	0	0
935	0.77174549	-0.174847952	1	0	0	0
936	0.465356664	0.108511593	0	0	0	0
937	-1.225671067	0.516920454	1	1	0	1
938	2.04667724	0.721634386	0	1	0	1
939	1.498674449	-0.459943833	0	1	0	1
940	-1.388949085	-0.481611547	1	1	0	0
941	2.153376464	-0.349275322	0	0	1	0
942	-1.729116741	-0.561765972	0	0	0	0
943	0.102042485	-0.124702698	1	0	0	1
944	-1.141279127	0.877552328	0	0	0	1
945	-0.377009088	0.463346914	0	1	0	1
946	-0.348782099	-0.439365336	0	0	0	0
947	0.322885081	-0.692417292	0	1	0	1
948	-1.124339618	-0.104452794	0	0	0	1
949	-2.757049722	-0.207999913	0	0	0	0
950	-0.095811099	1.219308412	0	0	0	0
951	-0.746699805	-2.270435699	1	1	0	1
952	0.210781418	-0.973452669	0	0	1	1
953	-0.848509809	0.621190259	0	1	0	1
954	0.792264766	0.662561672	1	0	0	1
955	0.029187433	-0.650990249	0	0	1	1
956	0.603388012	-0.208737069	1	0	0	0
957	-0.994940105	1.796911647	0	0	0	1
958	-0.211332458	-1.098778415	0	1	0	1
959	0.344021087	1.777742092	0	1	0	1
960	-0.089378529	0.316944408	1	0	0	1
961	1.654037467	1.049576422	1	0	0	1
962	-1.962908713	-0.526280785	0	0	0	0
963	0.756125511	-1.120212536	0	0	1	0
964	0.014418658	0.398259494	1	0	0	1
965	0.945713804	0.421306803	0	1	0	0
966	-0.098808492	-0.425153649	0	0	0	0
967	-2.739754243	-0.876991006	0	0	0	0
968	0.420305849	1.299996604	1	0	0	1
969	-0.218379262	-1.336786756	0	0	1	0
970	-0.98935533	1.42924243	0	0	0	0
971	-0.656468896	-0.59469312	0	1	0	0
972	0.055663548	-1.882686458	0	0	1	0
973	2.452063445	2.180311232	0	0	0	1
974	0.188173574	0.378777279	1	0	0	1
975	-0.979696368	-1.069312829	0	0	1	0
976	1.903610468	-0.375144982	0	1	0	1
977	-0.438519782	-0.794797718	1	0	0	0
978	-0.829726096	0.315122869	1	0	0	0
979	-1.247231319	0.133939386	0	0	0	0
980	-0.673809163	-1.240551576	1	0	0	0
981	1.935167264	0.256480537	0	0	1	1
982	0.906561435	-0.674070207	0	0	1	1
983	0.736526771	0.633227354	1	0	0	1
984	0.146625304	0.602364873	1	0	0	1
985	0.283120797	-0.034033687	0	0	0	1
986	0.589276721	-0.789706361	1	0	1	0
987	0.215849477	-0.470435554	0	0	1	1
988	0.155053235	-1.012818138	1	1	0	0
989	0.953826636	0.83355327	0	1	0	1
990	-0.165852702	1.354023562	0	1	0	1
991	0.255003746	0.050072712	0	1	0	1
992	-0.897472359	0.336880756	0	1	0	1
993	1.583970105	-0.208998873	0	0	1	1
994	1.392758628	0.218459988	0	0	0	1
995	-1.812258232	1.873475208	0	1	0	0
996	-0.216319679	0.261721805	0	0	0	0
997	0.549856057	1.334694519	0	0	0	1
998	0.482736238	0.247746646	0	0	0	0
999	0.760848729	-1.375784861	1	1	1	0
1000	-0.445658017	-1.190539782	1	1	0	1
