	age	educ	black	married	nodegree	re74	re75	re78	hisp	sample	treat	educ_cat4
5720	51	10	0	1	1	25854.48	14711.08	25564.67	0	2	0	1
5721	51	10	0	1	1	10730.9	10734.77	23253.51	0	2	0	1
5722	39	14	0	1	0	23595.45	25014.39	11677	0	2	0	3
5723	39	14	0	1	0	5601.544	10054.45	25564.67	0	2	0	3
5724	48	4	0	1	1	18875.58	17324.95	15227.97	0	2	0	1
5725	48	4	0	1	1	9408.399	8310.678	12204.54	0	2	0	1
5726	49	14	0	0	0	23707.13	19267.45	20890.62	0	2	0	3
5727	44	9	0	1	1	21044.48	16297.31	21834.89	0	2	0	1
5728	54	11	0	1	1	0	6686.855	8145.229	1	2	0	1
5729	31	13	0	1	0	13019.33	10566.48	10446.05	0	2	0	3
5730	31	13	0	1	0	22990.04	23424.58	25564.67	0	2	0	3
5731	31	13	0	1	0	21963.38	19856.47	0	0	2	0	3
5732	31	13	0	1	0	13373.96	12868.84	0	0	2	0	3
5733	31	13	0	1	0	22265.11	21881.32	8281.18	0	2	0	3
5734	31	13	0	1	0	497.6538	528.1451	586.6575	0	2	0	3
5735	31	13	0	1	0	8957.768	3131.274	16231.35	0	2	0	3
5736	31	13	0	1	0	20858.35	19881.53	23915.53	0	2	0	3
5737	31	13	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
5738	55	7	0	0	1	13099.66	9404.564	9970.222	0	2	0	1
5739	51	9	0	1	1	25862.32	23537.37	25564.67	0	2	0	1
5740	35	13	0	0	0	3683.422	13323.58	9719.008	0	2	0	3
5741	44	8	0	1	1	18742.35	22525.84	23040.71	0	2	0	1
5742	31	11	0	1	1	17819.53	17772.53	17624.85	0	2	0	1
5743	31	18	0	1	0	7909.56	7462.064	25564.67	1	2	0	4
5744	49	13	0	0	0	20772.15	22640.42	21469.89	0	2	0	3
5745	44	8	0	1	1	18769.78	18118.06	13934.96	0	2	0	1
5746	44	8	0	1	1	18328.94	3029.226	6029.125	0	2	0	1
5747	44	8	0	1	1	12002.47	8769	2365.84	0	2	0	1
5748	44	8	0	1	1	14708.22	17194.26	22897.37	0	2	0	1
5749	44	8	0	1	1	11737.97	13223.32	9552.024	0	2	0	1
5750	44	8	0	1	1	9243.82	7701.968	14161.05	0	2	0	1
5751	44	8	0	1	1	25862.32	17681.23	20612.81	0	2	0	1
5752	54	10	0	1	1	25862.32	24599.03	25564.67	1	2	0	1
5753	30	18	0	1	0	25862.32	25243.55	11118.42	0	2	0	4
5754	30	18	0	1	0	25078.62	25243.55	9785.506	0	2	0	4
5755	30	18	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5756	30	18	0	1	0	25862.32	25243.55	21772.82	0	2	0	4
5757	30	18	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5758	30	18	0	1	0	20117.75	19573.6	19062.67	0	2	0	4
5759	39	11	0	1	1	0	0	0	0	2	0	1
5760	31	12	0	1	0	22449.28	14567.85	22337.31	0	2	0	2
5761	31	12	0	1	0	22778.44	22821.24	24284.96	0	2	0	2
5762	31	12	0	1	0	0	0	5624.228	0	2	0	2
5763	31	12	0	1	0	14845.36	15090.63	12797.11	0	2	0	2
5764	31	12	0	1	0	0	0	0	0	2	0	2
5765	31	12	0	1	0	0	11044.5	0	0	2	0	2
5766	31	12	0	1	0	4040.008	6695.807	5930.117	0	2	0	2
5767	31	12	0	1	0	11585.14	7109.371	6110.399	0	2	0	2
5768	31	12	0	1	0	21600.92	25243.55	25564.67	0	2	0	2
5769	31	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5770	31	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5771	31	12	0	1	0	20392.05	21752.42	21894	0	2	0	2
5772	31	12	0	1	0	20572.3	18916.55	15102.37	0	2	0	2
5773	31	12	0	1	0	19606.38	17269.45	25564.67	0	2	0	2
5774	31	12	0	1	0	0	2477.806	0	0	2	0	2
5775	31	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5776	31	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5777	31	12	0	1	0	7014.175	13835.61	24443.08	0	2	0	2
5778	31	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5779	31	12	0	1	0	13436.65	0	0	0	2	0	2
5780	31	12	0	1	0	17578.54	16361.76	17926.3	0	2	0	2
5781	31	12	0	1	0	10658.41	10741.94	10018.99	0	2	0	2
5782	31	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5783	31	12	0	1	0	23397.56	25164.77	22832.35	0	2	0	2
5784	31	12	0	1	0	15966.07	6087.097	7694.522	0	2	0	2
5785	31	12	0	1	0	22780.39	13629.73	25564.67	0	2	0	2
5786	31	12	0	1	0	21152.24	20676.44	20389.67	0	2	0	2
5787	31	12	0	1	0	25862.32	25035.87	23101.3	0	2	0	2
5788	31	12	0	1	0	0	0	1563.435	0	2	0	2
5789	31	12	0	1	0	22837.21	7109.371	20716.25	0	2	0	2
5790	31	12	0	1	0	23707.13	14961.73	21121.15	0	2	0	2
5791	31	12	0	1	0	0	0	0	0	2	0	2
5792	31	12	0	1	0	22092.69	21508.94	21938.33	0	2	0	2
5793	31	12	0	1	0	23164.41	25243.55	25564.67	0	2	0	2
5794	31	12	0	1	0	16034.64	16175.56	19112.92	0	2	0	2
5795	31	12	0	1	0	10627.06	17052.82	0	0	2	0	2
5796	31	12	0	1	0	18973.54	19425	0	0	2	0	2
5797	31	12	0	1	0	18648.3	19929.87	22394.95	0	2	0	2
5798	31	12	0	1	0	17652.99	17962.31	18663.69	0	2	0	2
5799	31	12	0	1	0	23107.59	25118.23	25564.67	0	2	0	2
5800	31	12	0	1	0	21308.99	25243.55	25564.67	0	2	0	2
5801	31	12	0	1	0	25862.32	25243.55	0	0	2	0	2
5802	31	12	0	1	0	0	0	15387.57	0	2	0	2
5803	31	12	0	1	0	21003.34	22266.24	25564.67	0	2	0	2
5804	31	12	0	1	0	16718.42	15985.79	14461.03	0	2	0	2
5805	31	12	0	1	0	25519.45	24052.98	23705.69	0	2	0	2
5806	31	12	0	1	0	20785.86	20056.98	0	0	2	0	2
5807	31	12	0	1	0	25789.83	25243.55	25564.67	0	2	0	2
5808	31	12	0	1	0	2231.605	0	0	0	2	0	2
5809	31	12	0	1	0	25039.43	23540.95	23708.64	0	2	0	2
5810	31	12	0	1	0	20928.89	20128.6	15148.17	0	2	0	2
5811	31	12	0	1	0	21669.49	20961.1	25227.75	0	2	0	2
5812	31	12	0	1	0	12114.15	8455.693	19418.8	0	2	0	2
5813	31	12	0	1	0	25654.64	25243.55	25564.67	0	2	0	2
5814	31	12	0	1	0	23816.85	25243.55	25564.67	0	2	0	2
5815	31	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5816	31	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5817	31	12	0	1	0	25862.32	15582.97	25564.67	0	2	0	2
5818	31	12	0	1	0	22067.22	22017.39	25116.92	0	2	0	2
5819	31	12	0	1	0	12625.52	0	0	0	2	0	2
5820	31	12	0	1	0	23256.5	25243.55	25564.67	0	2	0	2
5821	31	12	0	1	0	24569.21	25243.55	25564.67	0	2	0	2
5822	51	8	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
5823	51	8	0	1	1	25862.32	16581.97	25564.67	0	2	0	1
5824	51	8	0	1	1	25754.56	22926.87	22820.53	0	2	0	1
5825	51	8	0	1	1	19721.98	21707.66	17326.34	0	2	0	1
5826	51	8	0	1	1	15393.96	9062.613	14109.33	0	2	0	1
5827	51	8	0	1	1	22492.38	19430.37	23136.77	0	2	0	1
5828	51	8	0	1	1	21892.85	22993.11	25564.67	0	2	0	1
5829	51	8	0	1	1	6831.963	11894.9	6705.923	0	2	0	1
5830	39	12	0	1	0	21971.22	19510.94	25381.43	0	2	0	2
5831	39	12	0	1	0	11404.89	22149.87	11796.69	0	2	0	2
5832	49	12	0	0	0	7558.852	11778.53	0	0	2	0	2
5833	49	12	0	0	0	25862.32	25243.55	25564.67	0	2	0	2
5834	49	12	0	0	0	25862.32	25243.55	22657.98	0	2	0	2
5835	49	12	0	0	0	25862.32	25243.55	25564.67	0	2	0	2
5836	39	10	0	1	1	0	2886	18761.22	0	2	0	1
5837	44	7	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
5838	39	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5839	39	12	0	1	0	20501.77	25243.55	25564.67	0	2	0	2
5840	39	12	0	1	0	14237.99	11185.94	16686.49	0	2	0	2
5841	39	12	0	1	0	6918.171	5276.081	3076.627	0	2	0	2
5842	39	12	0	1	0	25719.29	25243.55	25326.76	0	2	0	2
5843	39	12	0	1	0	23850.15	22457.81	21877.74	0	2	0	2
5844	39	12	0	1	0	25862.32	25243.55	13934.96	0	2	0	2
5845	44	14	0	1	0	0	3607.5	0	1	2	0	3
5846	44	14	0	1	0	25862.32	25243.55	25564.67	1	2	0	3
5847	30	17	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5848	30	17	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5849	30	17	0	1	0	916.9369	723.2903	1312.221	0	2	0	4
5850	51	7	0	1	1	25844.69	23216.9	20626.11	0	2	0	1
5851	51	7	0	1	1	24420.3	1369.597	0	0	2	0	1
5852	51	7	0	1	1	11996.59	9855.726	0	0	2	0	1
5853	31	9	0	1	1	19643.61	18997.11	22408.25	0	2	0	1
5854	44	6	0	1	1	25862.32	21129.39	25564.67	0	2	0	1
5855	54	8	0	1	1	12319.87	17699.13	20292.14	1	2	0	1
5856	30	16	0	1	0	21224.74	25243.55	25564.67	0	2	0	4
5857	30	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5858	30	16	0	1	0	25862.32	25243.55	4629.717	0	2	0	4
5859	30	16	0	1	0	25862.32	25243.55	22516.12	0	2	0	4
5860	30	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5861	30	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5862	30	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5863	30	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5864	30	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5865	30	16	0	1	0	24422.26	23739.68	25564.67	0	2	0	4
5866	30	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5867	30	16	0	1	0	25862.32	25243.55	0	0	2	0	4
5868	30	16	0	1	0	23468.1	23689.55	24750.44	0	2	0	4
5869	30	16	0	1	0	25862.32	15346.65	15216.15	0	2	0	4
5870	30	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5871	39	9	0	1	1	25862.32	24443.27	0	0	2	0	1
5872	50	12	1	1	0	15875.94	13217.95	14815.69	0	2	0	2
5873	51	6	0	1	1	12676.46	3369.387	11037.14	0	2	0	1
5874	41	12	0	0	0	10903.32	9365.178	3392.86	0	2	0	2
5875	20	12	0	1	0	5703.426	9409.936	3115.048	0	2	0	2
5876	20	12	0	1	0	10803.4	12039.92	14135.93	0	2	0	2
5877	44	12	0	1	0	25862.32	24982.16	25564.67	1	2	0	2
5878	44	12	0	1	0	25862.32	14467.6	0	1	2	0	2
5879	30	15	0	1	0	25254.95	23839.94	24123.89	0	2	0	3
5880	52	12	0	0	0	0	0	0	0	2	0	2
5881	39	8	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
5882	39	8	0	1	1	25862.32	25243.55	25564.67	0	2	0	1
5883	39	8	0	1	1	10676.04	9381.29	12913.85	0	2	0	1
5884	39	8	0	1	1	21885.01	10161.87	21531.95	0	2	0	1
5885	39	8	0	1	1	18581.69	12283.4	15993.43	0	2	0	1
5886	53	9	1	1	1	0	0	0	0	2	0	1
5887	55	3	0	0	1	0	0	0	0	2	0	1
5888	51	5	0	1	1	17866.55	17095.79	14552.65	0	2	0	1
5889	52	10	0	0	1	25862.32	25243.55	25564.67	0	2	0	1
5890	31	7	0	1	1	6338.228	10000.74	12036.08	0	2	0	1
5891	54	6	0	1	1	1383.242	5084.516	2036.307	1	2	0	1
5892	30	14	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
5893	30	14	0	1	0	21514.71	21469.55	22140.78	0	2	0	3
5894	30	14	0	1	0	0	0	0	0	2	0	3
5895	30	14	0	1	0	11953.49	2314.887	21876.26	0	2	0	3
5896	30	14	0	1	0	17533.48	18381.24	21149.22	0	2	0	3
5897	30	14	0	1	0	25862.32	18080.47	19746.86	0	2	0	3
5898	30	14	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
5899	30	14	0	1	0	25862.32	7755.677	24941.07	0	2	0	3
5900	30	14	0	1	0	22649.12	11599.5	15083.16	0	2	0	3
5901	30	14	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
5902	39	7	0	1	1	16602.83	19971.05	14406.36	0	2	0	1
5903	44	9	0	1	1	15390.04	14886.53	12634.56	1	2	0	1
5904	16	10	0	0	1	0	0	11139.1	0	2	0	1
5905	16	10	0	0	1	0	0	7854.117	0	2	0	1
5906	16	10	0	0	1	0	603.3387	4826.255	0	2	0	1
5907	51	4	0	1	1	18276.04	17074.31	22962.39	0	2	0	1
5908	51	4	0	1	1	4110.542	2748.145	10097.31	0	2	0	1
5909	29	18	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5910	29	18	0	1	0	22253.35	25243.55	25564.67	0	2	0	4
5911	29	18	0	1	0	25862.32	25243.55	0	0	2	0	4
5912	29	18	0	1	0	22829.38	22930.45	25564.67	0	2	0	4
5913	29	18	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5914	29	18	0	1	0	20948.48	21263.66	25564.67	0	2	0	4
5915	29	18	0	1	0	0	0	0	0	2	0	4
5916	29	18	0	1	0	21600.92	21886.69	25564.67	0	2	0	4
5917	29	18	0	1	0	25862.32	24409.26	25564.67	0	2	0	4
5918	29	18	0	1	0	0	8353.646	24432.73	0	2	0	4
5919	29	18	0	1	0	13377.87	13473.97	17802.17	0	2	0	4
5920	29	18	0	1	0	5999.275	21618.14	23435.27	0	2	0	4
5921	29	18	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
5922	16	10	0	0	1	0	2028.435	16420.5	0	2	0	1
5923	16	10	0	0	1	0	91.30645	6105.966	0	2	0	1
5924	16	10	0	0	1	0	0	0	0	2	0	1
5925	16	10	0	0	1	0	0	725.5637	0	2	0	1
5926	16	10	0	0	1	793.5031	80.56451	21063.51	0	2	0	1
5927	16	10	0	0	1	423.2016	0	7679.745	0	2	0	1
5928	16	10	0	0	1	0	520.9839	9925.89	0	2	0	1
5929	16	10	0	0	1	907.1405	2621.032	5729.146	0	2	0	1
5930	16	10	0	0	1	72.49287	1530.726	2325.942	0	2	0	1
5931	16	10	0	0	1	0	0	8733.364	0	2	0	1
5932	16	10	0	0	1	0	4132.064	6301.026	0	2	0	1
5933	51	9	0	1	1	18816.8	18988.16	15876.69	1	2	0	1
5934	51	9	0	1	1	25862.32	25243.55	25564.67	1	2	0	1
5935	48	3	0	1	1	11784.99	10969.31	6441.41	1	2	0	1
5936	30	13	0	1	0	18397.52	17070.73	21599.93	0	2	0	3
5937	30	13	0	1	0	21597	15817.5	12355.27	0	2	0	3
5938	30	13	0	1	0	11220.72	21483.87	25564.67	0	2	0	3
5939	30	13	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
5940	30	13	0	1	0	16612.62	17563.06	24949.94	0	2	0	3
5941	30	13	0	1	0	14537.76	15097.79	22776.2	0	2	0	3
5942	30	13	0	1	0	13516.98	14369.13	15850.1	0	2	0	3
5943	30	13	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
5944	30	13	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
5945	30	13	0	1	0	19943.38	22801.55	22584.1	0	2	0	3
5946	39	6	0	1	1	16538.17	2450.952	25564.67	0	2	0	1
5947	39	6	0	1	1	13056.55	14127.44	13902.45	0	2	0	1
5948	16	9	0	0	1	0	320.4677	3707.616	0	2	0	1
5949	29	17	0	1	0	17368.9	17545.16	21870.35	0	2	0	4
5950	29	17	0	1	0	24686.76	22593.87	25564.67	0	2	0	4
5951	29	17	0	1	0	0	553.2097	0	0	2	0	4
5952	52	8	0	0	1	18125.18	17883.53	1885.579	0	2	0	1
5953	52	8	0	0	1	13573.8	13837.4	2652.519	0	2	0	1
5954	52	8	0	0	1	18946.11	16564.06	12006.53	0	2	0	1
5955	16	9	0	0	1	0	0	8604.802	0	2	0	1
5956	16	9	0	0	1	0	832.5	7697.478	0	2	0	1
5957	16	9	0	0	1	0	2331	4945.951	0	2	0	1
5958	16	9	0	0	1	0	134.2742	141.8618	0	2	0	1
5959	16	9	0	0	1	1534.106	4115.952	8016.667	0	2	0	1
5960	16	9	0	0	1	0	0	3734.215	0	2	0	1
5961	16	9	0	0	1	0	293.6129	1799.871	0	2	0	1
5962	30	12	0	1	0	4672.852	4755.097	0	0	2	0	2
5963	39	5	0	1	1	13082.02	1434.048	18323.81	0	2	0	1
5964	54	4	0	1	1	13350.44	13180.35	13741.38	1	2	0	1
5965	30	10	0	1	1	0	0	3151.991	0	2	0	1
5966	30	12	0	1	0	8207.368	3806.226	2942.154	0	2	0	2
5967	30	12	0	1	0	14283.05	16592.71	18311.99	0	2	0	2
5968	30	12	0	1	0	15842.63	3804.436	25564.67	0	2	0	2
5969	30	12	0	1	0	16107.13	17604.24	19133.6	0	2	0	2
5970	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5971	30	12	0	1	0	0	0	0	0	2	0	2
5972	30	12	0	1	0	0	0	0	0	2	0	2
5973	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5974	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5975	30	12	0	1	0	21320.74	22767.53	7571.871	0	2	0	2
5976	30	12	0	1	0	13166.27	12174.19	14620.63	0	2	0	2
5977	30	12	0	1	0	14790.5	9982.839	8598.891	0	2	0	2
5978	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5979	30	12	0	1	0	25862.32	22561.64	25564.67	0	2	0	2
5980	30	12	0	1	0	19586.79	18499.4	20822.64	0	2	0	2
5981	30	12	0	1	0	25862.32	23431.74	25564.67	0	2	0	2
5982	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5983	30	12	0	1	0	17566.79	18751.84	25564.67	0	2	0	2
5984	30	12	0	1	0	10188.19	16906.02	25564.67	0	2	0	2
5985	30	12	0	1	0	22531.57	20946.77	25564.67	0	2	0	2
5986	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5987	30	12	0	1	0	16481.35	17391.19	20574.39	0	2	0	2
5988	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5989	30	12	0	1	0	21452.01	22622.52	24039.66	0	2	0	2
5990	30	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
5991	30	12	0	1	0	21416.75	19362.34	22514.64	0	2	0	2
5992	30	12	0	1	0	13624.74	0	3104.704	0	2	0	2
5993	30	12	0	1	0	25862.32	19958.52	25564.67	0	2	0	2
5994	30	12	0	1	0	21600.92	4629.774	22773.24	0	2	0	2
5995	30	12	0	1	0	23838.4	4049.71	25564.67	0	2	0	2
5996	30	12	0	1	0	25862.32	17563.06	25564.67	0	2	0	2
5997	30	12	0	1	0	0	0	0	0	2	0	2
5998	30	12	0	1	0	19251.76	20373.87	24193.34	0	2	0	2
5999	30	12	0	1	0	25862.32	25053.77	25564.67	0	2	0	2
6000	30	12	0	1	0	25862.32	25241.76	25564.67	0	2	0	2
6001	30	12	0	1	0	18172.2	16605.24	18354.84	0	2	0	2
6002	30	12	0	1	0	15840.67	15502.4	16188.49	0	2	0	2
6003	30	12	0	1	0	14163.54	14453.27	15074.29	0	2	0	2
6004	30	12	0	1	0	25862.32	24330.48	20932	0	2	0	2
6005	30	12	0	1	0	25862.32	24475.5	25564.67	0	2	0	2
6006	30	12	0	1	0	24191.07	25243.55	23451.52	0	2	0	2
6007	39	12	0	1	0	16559.72	16726.98	16801.75	1	2	0	2
6008	39	12	0	1	0	22982.2	17437.74	25226.27	1	2	0	2
6009	30	10	0	1	1	23144.82	25243.55	25564.67	0	2	0	1
6010	16	8	0	0	1	0	0	0	0	2	0	1
6011	29	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
6012	29	16	0	1	0	24210.66	19426.79	21729.97	0	2	0	4
6013	29	16	0	1	0	19592.67	13964.52	21427.04	0	2	0	4
6014	29	16	0	1	0	24204.78	23988.53	25564.67	0	2	0	4
6015	29	16	0	1	0	20384.21	15720.82	25564.67	0	2	0	4
6016	29	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
6017	29	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
6018	29	16	0	1	0	10897.44	15264.29	8253.103	0	2	0	4
6019	29	16	0	1	0	25333.32	25243.55	25564.67	0	2	0	4
6020	29	16	0	1	0	21943.79	21326.32	20147.32	0	2	0	4
6021	29	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
6022	29	16	0	1	0	18765.86	18631.89	19992.16	0	2	0	4
6023	29	16	0	1	0	24414.42	25236.39	25564.67	0	2	0	4
6024	29	16	0	1	0	21322.7	21349.6	8666.866	0	2	0	4
6025	29	16	0	1	0	25186.38	25243.55	25564.67	0	2	0	4
6026	29	16	0	1	0	24900.32	25243.55	25564.67	0	2	0	4
6027	29	16	0	1	0	17361.06	14003.9	7127.075	0	2	0	4
6028	29	16	0	1	0	7106.261	5277.871	4430.224	0	2	0	4
6029	29	16	0	1	0	25529.25	25243.55	1703.819	0	2	0	4
6030	16	8	0	0	1	0	295.4032	1539.791	0	2	0	1
6031	16	8	0	0	1	0	0	4795.223	0	2	0	1
6032	21	13	0	1	0	5121.523	8729.613	14870.36	0	2	0	3
6033	30	9	0	1	1	10856.3	10425.05	9175.204	0	2	0	1
6034	29	15	0	1	0	0	0	1588.556	0	2	0	3
6035	29	15	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
6036	29	15	0	1	0	25057.06	25243.55	24081.03	0	2	0	3
6037	29	15	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
6038	37	8	1	1	1	13916.67	18302.47	11613.45	0	2	0	1
6039	21	12	0	1	0	9520.077	10117.11	24998.7	0	2	0	2
6040	21	12	0	1	0	18585.61	19106.32	25564.67	0	2	0	2
6041	22	16	0	1	0	2453.002	5587.597	25564.67	0	2	0	4
6042	28	18	0	1	0	18303.47	22139.13	3231.788	0	2	0	4
6043	28	18	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
6044	28	18	0	1	0	0	17802.97	25564.67	0	2	0	4
6045	28	18	0	1	0	0	2508.242	21521.61	0	2	0	4
6046	28	18	0	1	0	9819.845	22402.31	25564.67	0	2	0	4
6047	28	18	0	1	0	22551.16	22982.37	0	0	2	0	4
6048	28	18	0	1	0	21669.49	25243.55	25564.67	0	2	0	4
6049	30	8	0	1	1	0	0	24044.09	0	2	0	1
6050	29	14	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
6051	29	14	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
6052	29	14	0	1	0	239.0305	445.7903	823.0937	0	2	0	3
6053	29	14	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
6054	29	14	0	1	0	14980.55	18848.52	25564.67	0	2	0	3
6055	29	14	0	1	0	21499.04	22586.71	20923.13	0	2	0	3
6056	29	14	0	1	0	0	1895.952	7217.217	0	2	0	3
6057	29	14	0	1	0	25862.32	25243.55	25564.67	0	2	0	3
6058	28	17	0	1	0	16277.59	17369.71	19015.38	0	2	0	4
6059	28	17	0	1	0	19539.77	19100.95	18272.09	0	2	0	4
6060	28	17	0	1	0	25797.67	25243.55	25564.67	0	2	0	4
6061	28	17	0	1	0	19075.42	22515.1	25564.67	0	2	0	4
6062	28	17	0	1	0	16557.76	18132.39	20595.08	0	2	0	4
6063	28	17	0	1	0	1763.34	1788.532	3103.226	0	2	0	4
6064	38	18	0	1	0	0	0	0	0	2	0	4
6065	53	3	1	1	1	21005.3	20096.37	21465.46	0	2	0	1
6066	45	13	0	0	0	21943.79	22323.53	22703.79	0	2	0	3
6067	29	13	0	1	0	14204.68	12218.95	10147.55	0	2	0	3
6068	29	13	0	1	0	25415.61	25243.55	25564.67	0	2	0	3
6069	29	13	0	1	0	20431.23	15341.27	17259.85	0	2	0	3
6070	29	13	0	1	0	20223.55	21926.08	24286.44	0	2	0	3
6071	29	13	0	1	0	25862.32	22806.92	24527.31	0	2	0	3
6072	29	13	0	1	0	17766.63	25243.55	25564.67	0	2	0	3
6073	29	13	0	1	0	25576.27	1541.468	0	0	2	0	3
6074	29	13	0	1	0	6718.326	8815.549	6194.63	0	2	0	3
6075	29	13	0	1	0	16544.05	11597.71	16144.16	0	2	0	3
6076	29	13	0	1	0	25862.32	8013.484	25564.67	0	2	0	3
6077	29	13	0	1	0	17547.19	18989.95	25043.03	0	2	0	3
6078	29	13	0	1	0	18828.55	13427.42	25564.67	0	2	0	3
6079	29	13	0	1	0	5384.065	0	8068.387	0	2	0	3
6080	29	11	0	1	1	15944.51	14816.71	23940.65	0	2	0	1
6081	52	12	0	1	0	22574.67	19405.31	25564.67	0	2	0	2
6082	54	0	0	1	1	0	0	9036.298	1	2	0	1
6083	28	16	0	1	0	20364.62	25214.9	25564.67	0	2	0	4
6084	28	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
6085	28	16	0	1	0	25862.32	24565.02	25480.44	0	2	0	4
6086	28	16	0	1	0	15051.09	25243.55	25564.67	0	2	0	4
6087	28	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
6088	28	16	0	1	0	5217.527	6178.403	6979.303	0	2	0	4
6089	28	16	0	1	0	0	0	432.9739	0	2	0	4
6090	28	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
6091	28	16	0	1	0	25862.32	25243.55	25564.67	0	2	0	4
6092	28	16	0	1	0	6385.25	5231.323	25564.67	0	2	0	4
6093	28	16	0	1	0	0	0	0	0	2	0	4
6094	28	16	0	1	0	22329.76	18028.55	899.9355	0	2	0	4
6095	28	16	0	1	0	25486.14	25243.55	25564.67	0	2	0	4
6096	28	16	0	1	0	14962.92	14471.18	0	0	2	0	4
6097	28	16	0	1	0	19510.38	21188.47	25564.67	0	2	0	4
6098	28	16	0	1	0	23697.33	21949.36	25564.67	0	2	0	4
6099	28	16	0	1	0	22441.44	16614.19	0	0	2	0	4
6100	28	16	0	1	0	25376.42	24038.66	22139.3	0	2	0	4
6101	28	16	0	1	0	11363.75	10706.13	0	0	2	0	4
6102	23	17	0	1	0	7723.43	7949.032	22309.24	0	2	0	4
6103	16	10	0	0	1	0	956.0323	4165.711	1	2	0	1
6104	38	17	0	1	0	17758.79	18870	0	0	2	0	4
6105	29	12	0	1	0	14768.95	11146.55	6420.722	0	2	0	2
6106	45	12	0	0	0	6191.283	5106	5031.659	0	2	0	2
6107	45	12	0	0	0	25862.32	25243.55	25564.67	0	2	0	2
6108	27	18	0	1	0	22276.86	16016.23	25564.67	0	2	0	4
6109	27	18	0	1	0	2443.206	0	25564.67	0	2	0	4
6110	27	18	0	1	0	14708.22	25243.55	25564.67	0	2	0	4
6111	29	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
6112	29	12	0	1	0	11220.72	11065.98	9430.851	0	2	0	2
6113	29	12	0	1	0	25862.32	25243.55	21638.35	0	2	0	2
6114	29	12	0	1	0	14265.42	13661.95	15455.54	0	2	0	2
6115	29	12	0	1	0	21050.36	20160.82	24233.24	0	2	0	2
6116	29	12	0	1	0	14122.4	14868.63	4040.104	0	2	0	2
6117	29	12	0	1	0	25862.32	25243.55	24636.66	0	2	0	2
6118	29	12	0	1	0	25862.32	25243.55	25564.67	0	2	0	2
